84.86796280728117,244,68,176
80.3647649184921,237,95,142
85.70483455235807,240,37,203
87.44539341830853,242,29,213
86.22647565838915,246,65,181
88.01995268316195,235,27,208
81.8665419729543,210,81,129
87.45615225702913,247,42,205
83.06427081781347,203,21,182
85.7333005531337,228,57,171
87.28198838914271,209,40,169
84.92384092244092,225,27,198
84.51978468023786,211,49,162
81.89875333775375,218,62,156
83.95953400163917,243,92,151
85.92384082868962,208,72,136
85.1940190299175,241,48,193
82.43323419541424,247,38,209
87.65400011382653,242,30,212
81.38245941255822,229,52,177
80.34133795619992,235,86,149
77.03904091403201,209,71,138
83.53450029365335,204,50,154
78.57623460392958,219,66,153
83.39225464072734,234,44,190
80.31906335589377,204,63,141
84.3319743038141,206,39,167
83.17312829738039,219,53,166
85.47922272004989,201,30,171
83.67260853196066,221,75,146
78.72430812616578,237,89,148
87.76691329036932,218,24,194
84.10293884364596,223,26,197
85.26292424555314,220,68,152
85.62478060477423,233,37,196
80.47440209656178,209,49,160
84.57617737932276,205,26,179
84.84394076601615,215,30,185
82.48217556793288,233,86,147
87.00970164534075,209,21,188
83.84218606996183,206,60,146
80.80013352224277,200,61,139
82.09094285049486,238,81,157
82.58497528267279,204,51,153
84.19704060695686,220,51,169
83.86351825793766,211,40,171
78.53581943440832,205,60,145
82.78148078613849,207,74,133
80.35508678566369,200,46,154
85.27097298622535,242,59,183
84.79619134165081,248,34,214
83.5070321754793,237,60,177
90.99412046605732,228,25,203
81.97997930827195,225,68,157
85.87578314310002,247,39,208
81.43038775443513,213,66,147
85.75933061190369,221,28,193
84.14006596912313,215,61,154
86.14735660679608,235,82,153
87.45503665608969,249,85,164
79.86600497213658,213,71,142
82.97955874712481,235,84,151
84.4598733563099,218,57,161
83.68328965552035,244,60,184
78.46154758319238,204,68,136
82.39884766373933,246,89,157
84.5039461807248,220,35,185
80.93168347801739,203,66,137
88.1343018473943,250,28,222
82.86369167350736,211,72,139
82.13645632354353,214,64,150
82.88885868021974,243,80,163
80.50845624183833,224,89,135
80.85354379213621,222,43,179
86.4251799447542,230,52,178
87.60326592347243,248,30,218
81.09488329623437,233,60,173
82.38725012116055,223,24,199
80.98493363082783,205,75,130
83.11522525151823,223,49,174
79.86932507008633,247,75,172
81.84952849774021,203,50,153
85.81623954668783,203,26,177
79.3950795798589,218,59,159
83.53241107548281,242,65,177
82.33954357596448,242,90,152
80.73995952677025,220,88,132
81.91434935455086,238,89,149
88.52665957163995,224,63,161
83.34954922996734,219,47,172
82.47259564214903,227,78,149
83.8487403556634,250,99,151
86.36522492719091,242,81,161
85.29514155715071,237,65,172
85.05231800649537,218,62,156
83.3486186305771,222,39,183
85.69666943836324,220,53,167
85.8663805453057,226,78,148
85.0618314530567,226,45,181
82.20322597388804,201,64,137
